nnz,mat_size,std_row,N,CUDA_cores,bandwidth,L2_cache,tag
171522,758121156,6.560501,2,10496,936.2,6144,3
171522,758121156,6.560501,4,10496,936.2,6144,2
171522,758121156,6.560501,8,10496,936.2,6144,2
171522,758121156,6.560501,16,10496,936.2,6144,2
171522,758121156,6.560501,32,10496,936.2,6144,2
171522,758121156,6.560501,64,10496,936.2,6144,0
171522,758121156,6.560501,128,10496,936.2,6144,0
171522,758121156,6.560367,1,10496,936.2,6144,7
171522,758121156,6.560367,2,10496,936.2,6144,3
171522,758121156,6.560367,4,10496,936.2,6144,3
171522,758121156,6.560367,8,10496,936.2,6144,2
171522,758121156,6.560367,16,10496,936.2,6144,0
171522,758121156,6.560367,32,10496,936.2,6144,0
171522,758121156,6.560367,64,10496,936.2,6144,0
171522,758121156,6.560367,128,10496,936.2,6144,0
215862,1187078116,6.612693,1,10496,936.2,6144,3
215862,1187078116,6.612693,2,10496,936.2,6144,3
215862,1187078116,6.612693,4,10496,936.2,6144,2
215862,1187078116,6.612693,8,10496,936.2,6144,2
215862,1187078116,6.612693,16,10496,936.2,6144,2
215862,1187078116,6.612693,32,10496,936.2,6144,2
215862,1187078116,6.612693,64,10496,936.2,6144,0
215862,1187078116,6.612693,128,10496,936.2,6144,0
215862,1187078116,6.612913,1,10496,936.2,6144,7
215862,1187078116,6.612913,2,10496,936.2,6144,3
215862,1187078116,6.612913,4,10496,936.2,6144,2
215862,1187078116,6.612913,8,10496,936.2,6144,2
215862,1187078116,6.612913,16,10496,936.2,6144,0
215862,1187078116,6.612913,32,10496,936.2,6144,0
215862,1187078116,6.612913,64,10496,936.2,6144,0
215862,1187078116,6.612913,128,10496,936.2,6144,0
260202,1711807876,6.647092,1,10496,936.2,6144,7
260202,1711807876,6.647092,2,10496,936.2,6144,3
260202,1711807876,6.647092,4,10496,936.2,6144,2
260202,1711807876,6.647092,8,10496,936.2,6144,2
260202,1711807876,6.647092,16,10496,936.2,6144,2
260202,1711807876,6.647092,32,10496,936.2,6144,2
260202,1711807876,6.647092,64,10496,936.2,6144,0
260202,1711807876,6.647092,128,10496,936.2,6144,0
260202,1711807876,6.647688,1,10496,936.2,6144,3
260202,1711807876,6.647688,2,10496,936.2,6144,3
260202,1711807876,6.647688,4,10496,936.2,6144,3
260202,1711807876,6.647688,8,10496,936.2,6144,2
260202,1711807876,6.647688,16,10496,936.2,6144,0
260202,1711807876,6.647688,32,10496,936.2,6144,0
260202,1711807876,6.647688,64,10496,936.2,6144,0
260202,1711807876,6.647688,128,10496,936.2,6144,0
199200,1600000000,0.140712,1,10496,936.2,6144,0
199200,1600000000,0.140712,2,10496,936.2,6144,0
199200,1600000000,0.140712,4,10496,936.2,6144,0
199200,1600000000,0.140712,8,10496,936.2,6144,0
199200,1600000000,0.140712,16,10496,936.2,6144,0
199200,1600000000,0.140712,32,10496,936.2,6144,0
199200,1600000000,0.140712,64,10496,936.2,6144,0
199200,1600000000,0.140712,128,10496,936.2,6144,0
13734559,5898309120,62.473777,1,10496,936.2,6144,1
13734559,5898309120,62.473777,2,10496,936.2,6144,1
13734559,5898309120,62.473777,4,10496,936.2,6144,1
13734559,5898309120,62.473777,8,10496,936.2,6144,1
13734559,5898309120,62.473777,16,10496,936.2,6144,0
13734559,5898309120,62.473777,32,10496,936.2,6144,0
13734559,5898309120,62.473777,64,10496,936.2,6144,0
13734559,5898309120,62.473777,128,10496,936.2,6144,0
144945,1627073569,2.71138,1,10496,936.2,6144,7
144945,1627073569,2.71138,2,10496,936.2,6144,2
144945,1627073569,2.71138,4,10496,936.2,6144,2
144945,1627073569,2.71138,8,10496,936.2,6144,2
144945,1627073569,2.71138,16,10496,936.2,6144,0
144945,1627073569,2.71138,32,10496,936.2,6144,0
144945,1627073569,2.71138,64,10496,936.2,6144,0
144945,1627073569,2.71138,128,10496,936.2,6144,0
559774,4591282081,2.738831,1,10496,936.2,6144,0
559774,4591282081,2.738831,2,10496,936.2,6144,0
559774,4591282081,2.738831,4,10496,936.2,6144,0
559774,4591282081,2.738831,8,10496,936.2,6144,0
559774,4591282081,2.738831,16,10496,936.2,6144,0
559774,4591282081,2.738831,32,10496,936.2,6144,0
559774,4591282081,2.738831,64,10496,936.2,6144,0
559774,4591282081,2.738831,128,10496,936.2,6144,0
378927,123365449,5.540876,1,10496,936.2,6144,1
378927,123365449,5.540876,2,10496,936.2,6144,1
378927,123365449,5.540876,4,10496,936.2,6144,0
378927,123365449,5.540876,8,10496,936.2,6144,0
378927,123365449,5.540876,16,10496,936.2,6144,0
378927,123365449,5.540876,32,10496,936.2,6144,0
378927,123365449,5.540876,64,10496,936.2,6144,0
378927,123365449,5.540876,128,10496,936.2,6144,0
1770349,6190113730,823.722907,1,10496,936.2,6144,3
1770349,6190113730,823.722907,2,10496,936.2,6144,3
1770349,6190113730,823.722907,4,10496,936.2,6144,3
1770349,6190113730,823.722907,8,10496,936.2,6144,2
1770349,6190113730,823.722907,16,10496,936.2,6144,2
1770349,6190113730,823.722907,32,10496,936.2,6144,2
1770349,6190113730,823.722907,64,10496,936.2,6144,2
1770349,6190113730,823.722907,128,10496,936.2,6144,2
933195,1475712225,3.46155,1,10496,936.2,6144,0
933195,1475712225,3.46155,2,10496,936.2,6144,0
933195,1475712225,3.46155,4,10496,936.2,6144,0
933195,1475712225,3.46155,8,10496,936.2,6144,0
933195,1475712225,3.46155,16,10496,936.2,6144,0
933195,1475712225,3.46155,32,10496,936.2,6144,0
933195,1475712225,3.46155,64,10496,936.2,6144,0
933195,1475712225,3.46155,128,10496,936.2,6144,0
11330020,2.09E+11,1.897116,1,10496,936.2,6144,1
11330020,2.09E+11,1.897116,2,10496,936.2,6144,1
11330020,2.09E+11,1.897116,4,10496,936.2,6144,0
11330020,2.09E+11,1.897116,8,10496,936.2,6144,0
11330020,2.09E+11,1.897116,16,10496,936.2,6144,0
11330020,2.09E+11,1.897116,32,10496,936.2,6144,0
11330020,2.09E+11,1.897116,64,10496,936.2,6144,0
11330020,2.09E+11,1.897116,128,10496,936.2,6144,0
8130343,4.26E+12,7.881633,1,10496,936.2,6144,3
8130343,4.26E+12,7.881633,2,10496,936.2,6144,0
8130343,4.26E+12,7.881633,4,10496,936.2,6144,0
8130343,4.26E+12,7.881633,8,10496,936.2,6144,0
8130343,4.26E+12,7.881633,16,10496,936.2,6144,0
8130343,4.26E+12,7.881633,32,10496,936.2,6144,0
8130343,4.26E+12,7.881633,64,10496,936.2,6144,0
8130343,4.26E+12,7.881633,128,10496,936.2,6144,0
992252,1.16E+11,4.654827,1,10496,936.2,6144,3
992252,1.16E+11,4.654827,2,10496,936.2,6144,0
992252,1.16E+11,4.654827,4,10496,936.2,6144,0
992252,1.16E+11,4.654827,8,10496,936.2,6144,0
992252,1.16E+11,4.654827,16,10496,936.2,6144,0
992252,1.16E+11,4.654827,32,10496,936.2,6144,0
992252,1.16E+11,4.654827,64,10496,936.2,6144,0
992252,1.16E+11,4.654827,128,10496,936.2,6144,0
4912469,4294967296,312.504836,1,10496,936.2,6144,3
4912469,4294967296,312.504836,2,10496,936.2,6144,3
4912469,4294967296,312.504836,4,10496,936.2,6144,3
4912469,4294967296,312.504836,8,10496,936.2,6144,1
4912469,4294967296,312.504836,16,10496,936.2,6144,1
4912469,4294967296,312.504836,32,10496,936.2,6144,2
4912469,4294967296,312.504836,64,10496,936.2,6144,2
4912469,4294967296,312.504836,128,10496,936.2,6144,2
10228360,17179869184,378.105036,1,10496,936.2,6144,3
10228360,17179869184,378.105036,2,10496,936.2,6144,3
10228360,17179869184,378.105036,4,10496,936.2,6144,3
10228360,17179869184,378.105036,8,10496,936.2,6144,1
10228360,17179869184,378.105036,16,10496,936.2,6144,1
10228360,17179869184,378.105036,32,10496,936.2,6144,2
10228360,17179869184,378.105036,64,10496,936.2,6144,2
10228360,17179869184,378.105036,128,10496,936.2,6144,2
21165908,68719476736,453.732304,1,10496,936.2,6144,3
21165908,68719476736,453.732304,2,10496,936.2,6144,3
21165908,68719476736,453.732304,4,10496,936.2,6144,3
21165908,68719476736,453.732304,8,10496,936.2,6144,1
21165908,68719476736,453.732304,16,10496,936.2,6144,1
21165908,68719476736,453.732304,32,10496,936.2,6144,2
21165908,68719476736,453.732304,64,10496,936.2,6144,2
21165908,68719476736,453.732304,128,10496,936.2,6144,2
21781478,2.75E+11,380.997223,1,10496,936.2,6144,7
21781478,2.75E+11,380.997223,2,10496,936.2,6144,3
21781478,2.75E+11,380.997223,4,10496,936.2,6144,1
21781478,2.75E+11,380.997223,8,10496,936.2,6144,1
21781478,2.75E+11,380.997223,16,10496,936.2,6144,1
21781478,2.75E+11,380.997223,32,10496,936.2,6144,1
21781478,2.75E+11,380.997223,64,10496,936.2,6144,2
21781478,2.75E+11,380.997223,128,10496,936.2,6144,2
1121798,56929960000,2.374717,1,10496,936.2,6144,4
1121798,56929960000,2.374717,2,10496,936.2,6144,0
1121798,56929960000,2.374717,4,10496,936.2,6144,3
1121798,56929960000,2.374717,8,10496,936.2,6144,2
1121798,56929960000,2.374717,16,10496,936.2,6144,0
1121798,56929960000,2.374717,32,10496,936.2,6144,0
1121798,56929960000,2.374717,64,10496,936.2,6144,0
1121798,56929960000,2.374717,128,10496,936.2,6144,0
787778,26137835584,3.125785,1,10496,936.2,6144,4
787778,26137835584,3.125785,2,10496,936.2,6144,3
787778,26137835584,3.125785,4,10496,936.2,6144,3
787778,26137835584,3.125785,8,10496,936.2,6144,2
787778,26137835584,3.125785,16,10496,936.2,6144,2
787778,26137835584,3.125785,32,10496,936.2,6144,0
787778,26137835584,3.125785,64,10496,936.2,6144,0
787778,26137835584,3.125785,128,10496,936.2,6144,0
980634,41798575809,3.449194,1,10496,936.2,6144,3
980634,41798575809,3.449194,2,10496,936.2,6144,3
980634,41798575809,3.449194,4,10496,936.2,6144,3
980634,41798575809,3.449194,8,10496,936.2,6144,2
980634,41798575809,3.449194,16,10496,936.2,6144,2
980634,41798575809,3.449194,32,10496,936.2,6144,2
980634,41798575809,3.449194,64,10496,936.2,6144,0
980634,41798575809,3.449194,128,10496,936.2,6144,0
3833077,4512211929,37.895587,1,10496,936.2,6144,5
3833077,4512211929,37.895587,2,10496,936.2,6144,1
3833077,4512211929,37.895587,4,10496,936.2,6144,1
3833077,4512211929,37.895587,8,10496,936.2,6144,0
3833077,4512211929,37.895587,16,10496,936.2,6144,0
3833077,4512211929,37.895587,32,10496,936.2,6144,0
3833077,4512211929,37.895587,64,10496,936.2,6144,0
3833077,4512211929,37.895587,128,10496,936.2,6144,0
1216334,1.59E+11,20.710003,1,10496,936.2,6144,7
1216334,1.59E+11,20.710003,2,10496,936.2,6144,3
1216334,1.59E+11,20.710003,4,10496,936.2,6144,3
1216334,1.59E+11,20.710003,8,10496,936.2,6144,2
1216334,1.59E+11,20.710003,16,10496,936.2,6144,2
1216334,1.59E+11,20.710003,32,10496,936.2,6144,2
1216334,1.59E+11,20.710003,64,10496,936.2,6144,2
1216334,1.59E+11,20.710003,128,10496,936.2,6144,2
5560100,1.94E+11,1.151124,1,10496,936.2,6144,7
5560100,1.94E+11,1.151124,2,10496,936.2,6144,0
5560100,1.94E+11,1.151124,4,10496,936.2,6144,0
5560100,1.94E+11,1.151124,8,10496,936.2,6144,0
5560100,1.94E+11,1.151124,16,10496,936.2,6144,0
5560100,1.94E+11,1.151124,32,10496,936.2,6144,0
5560100,1.94E+11,1.151124,64,10496,936.2,6144,0
5560100,1.94E+11,1.151124,128,10496,936.2,6144,0
4944201,1.69E+12,0.78239,1,10496,936.2,6144,0
4944201,1.69E+12,0.78239,2,10496,936.2,6144,0
4944201,1.69E+12,0.78239,4,10496,936.2,6144,0
4944201,1.69E+12,0.78239,8,10496,936.2,6144,0
4944201,1.69E+12,0.78239,16,10496,936.2,6144,0
4944201,1.69E+12,0.78239,32,10496,936.2,6144,0
4944201,1.69E+12,0.78239,64,10496,936.2,6144,0
4944201,1.69E+12,0.78239,128,10496,936.2,6144,0
23737339,9.07E+11,26.59197,1,10496,936.2,6144,1
23737339,9.07E+11,26.59197,2,10496,936.2,6144,1
23737339,9.07E+11,26.59197,4,10496,936.2,6144,1
23737339,9.07E+11,26.59197,8,10496,936.2,6144,0
23737339,9.07E+11,26.59197,16,10496,936.2,6144,0
23737339,9.07E+11,26.59197,32,10496,936.2,6144,0
23737339,9.07E+11,26.59197,64,10496,936.2,6144,0
23737339,9.07E+11,26.59197,128,10496,936.2,6144,0
593276,7732740096,3.338642,1,10496,936.2,6144,4
593276,7732740096,3.338642,2,10496,936.2,6144,0
593276,7732740096,3.338642,4,10496,936.2,6144,0
593276,7732740096,3.338642,8,10496,936.2,6144,0
593276,7732740096,3.338642,16,10496,936.2,6144,0
593276,7732740096,3.338642,32,10496,936.2,6144,0
593276,7732740096,3.338642,64,10496,936.2,6144,0
593276,7732740096,3.338642,128,10496,936.2,6144,0
232633,113891584,26.358702,1,10496,936.2,6144,7
232633,113891584,26.358702,2,10496,936.2,6144,3
232633,113891584,26.358702,4,10496,936.2,6144,0
232633,113891584,26.358702,8,10496,936.2,6144,0
232633,113891584,26.358702,16,10496,936.2,6144,2
232633,113891584,26.358702,32,10496,936.2,6144,0
232633,113891584,26.358702,64,10496,936.2,6144,0
232633,113891584,26.358702,128,10496,936.2,6144,0
232633,113891584,26.358753,1,10496,936.2,6144,3
232633,113891584,26.358753,2,10496,936.2,6144,3
232633,113891584,26.358753,4,10496,936.2,6144,0
232633,113891584,26.358753,8,10496,936.2,6144,0
232633,113891584,26.358753,16,10496,936.2,6144,2
232633,113891584,26.358753,32,10496,936.2,6144,0
232633,113891584,26.358753,64,10496,936.2,6144,0
232633,113891584,26.358753,128,10496,936.2,6144,0
233741,120209296,26.184355,1,10496,936.2,6144,3
233741,120209296,26.184355,2,10496,936.2,6144,3
233741,120209296,26.184355,4,10496,936.2,6144,3
233741,120209296,26.184355,8,10496,936.2,6144,0
233741,120209296,26.184355,16,10496,936.2,6144,2
233741,120209296,26.184355,32,10496,936.2,6144,0
233741,120209296,26.184355,64,10496,936.2,6144,0
233741,120209296,26.184355,128,10496,936.2,6144,0
233741,120209296,26.183625,1,10496,936.2,6144,7
233741,120209296,26.183625,2,10496,936.2,6144,3
233741,120209296,26.183625,4,10496,936.2,6144,3
233741,120209296,26.183625,8,10496,936.2,6144,3
233741,120209296,26.183625,16,10496,936.2,6144,2
233741,120209296,26.183625,32,10496,936.2,6144,0
233741,120209296,26.183625,64,10496,936.2,6144,0
233741,120209296,26.183625,128,10496,936.2,6144,0
307858,203632900,26.268915,1,10496,936.2,6144,3
307858,203632900,26.268915,2,10496,936.2,6144,3
307858,203632900,26.268915,4,10496,936.2,6144,3
307858,203632900,26.268915,8,10496,936.2,6144,2
307858,203632900,26.268915,16,10496,936.2,6144,2
307858,203632900,26.268915,32,10496,936.2,6144,0
307858,203632900,26.268915,64,10496,936.2,6144,0
307858,203632900,26.268915,128,10496,936.2,6144,0
307858,203632900,26.268859,1,10496,936.2,6144,3
307858,203632900,26.268859,2,10496,936.2,6144,3
307858,203632900,26.268859,4,10496,936.2,6144,3
307858,203632900,26.268859,8,10496,936.2,6144,2
307858,203632900,26.268859,16,10496,936.2,6144,2
307858,203632900,26.268859,32,10496,936.2,6144,0
307858,203632900,26.268859,64,10496,936.2,6144,0
307858,203632900,26.268859,128,10496,936.2,6144,0
381975,308915776,26.320324,1,10496,936.2,6144,3
381975,308915776,26.320324,2,10496,936.2,6144,3
381975,308915776,26.320324,4,10496,936.2,6144,3
381975,308915776,26.320324,8,10496,936.2,6144,0
381975,308915776,26.320324,16,10496,936.2,6144,0
381975,308915776,26.320324,32,10496,936.2,6144,0
381975,308915776,26.320324,64,10496,936.2,6144,0
381975,308915776,26.320324,128,10496,936.2,6144,0
381975,308915776,26.320639,1,10496,936.2,6144,3
381975,308915776,26.320639,2,10496,936.2,6144,3
381975,308915776,26.320639,4,10496,936.2,6144,3
381975,308915776,26.320639,8,10496,936.2,6144,0
381975,308915776,26.320639,16,10496,936.2,6144,0
381975,308915776,26.320639,32,10496,936.2,6144,0
381975,308915776,26.320639,64,10496,936.2,6144,0
381975,308915776,26.320639,128,10496,936.2,6144,0
764014,1235663104,26.317743,1,10496,936.2,6144,0
764014,1235663104,26.317743,2,10496,936.2,6144,0
764014,1235663104,26.317743,4,10496,936.2,6144,0
764014,1235663104,26.317743,8,10496,936.2,6144,0
764014,1235663104,26.317743,16,10496,936.2,6144,0
764014,1235663104,26.317743,32,10496,936.2,6144,0
764014,1235663104,26.317743,64,10496,936.2,6144,0
764014,1235663104,26.317743,128,10496,936.2,6144,0
764014,1235663104,26.319378,1,10496,936.2,6144,0
764014,1235663104,26.319378,2,10496,936.2,6144,0
764014,1235663104,26.319378,4,10496,936.2,6144,0
764014,1235663104,26.319378,8,10496,936.2,6144,0
764014,1235663104,26.319378,16,10496,936.2,6144,0
764014,1235663104,26.319378,32,10496,936.2,6144,0
764014,1235663104,26.319378,64,10496,936.2,6144,0
764014,1235663104,26.319378,128,10496,936.2,6144,0
1528092,4942652416,26.318747,1,10496,936.2,6144,0
1528092,4942652416,26.318747,2,10496,936.2,6144,3
1528092,4942652416,26.318747,4,10496,936.2,6144,0
1528092,4942652416,26.318747,8,10496,936.2,6144,0
1528092,4942652416,26.318747,16,10496,936.2,6144,0
1528092,4942652416,26.318747,32,10496,936.2,6144,0
1528092,4942652416,26.318747,64,10496,936.2,6144,0
1528092,4942652416,26.318747,128,10496,936.2,6144,0
1528092,4942652416,26.318747,1,10496,936.2,6144,4
1528092,4942652416,26.318747,2,10496,936.2,6144,3
1528092,4942652416,26.318747,4,10496,936.2,6144,0
1528092,4942652416,26.318747,8,10496,936.2,6144,0
1528092,4942652416,26.318747,16,10496,936.2,6144,0
1528092,4942652416,26.318747,32,10496,936.2,6144,0
1528092,4942652416,26.318747,64,10496,936.2,6144,0
1528092,4942652416,26.318747,128,10496,936.2,6144,0
1350309,515063025,29.205371,1,10496,936.2,6144,1
1350309,515063025,29.205371,2,10496,936.2,6144,1
1350309,515063025,29.205371,4,10496,936.2,6144,1
1350309,515063025,29.205371,8,10496,936.2,6144,1
1350309,515063025,29.205371,16,10496,936.2,6144,0
1350309,515063025,29.205371,32,10496,936.2,6144,0
1350309,515063025,29.205371,64,10496,936.2,6144,0
1350309,515063025,29.205371,128,10496,936.2,6144,0
406084,857435524,2.73294,1,10496,936.2,6144,0
406084,857435524,2.73294,2,10496,936.2,6144,0
406084,857435524,2.73294,4,10496,936.2,6144,0
406084,857435524,2.73294,8,10496,936.2,6144,0
406084,857435524,2.73294,16,10496,936.2,6144,0
406084,857435524,2.73294,32,10496,936.2,6144,0
406084,857435524,2.73294,64,10496,936.2,6144,0
406084,857435524,2.73294,128,10496,936.2,6144,0
1766400,65536000000,0.310242,1,10496,936.2,6144,0
1766400,65536000000,0.310242,2,10496,936.2,6144,0
1766400,65536000000,0.310242,4,10496,936.2,6144,0
1766400,65536000000,0.310242,8,10496,936.2,6144,0
1766400,65536000000,0.310242,16,10496,936.2,6144,0
1766400,65536000000,0.310242,32,10496,936.2,6144,0
1766400,65536000000,0.310242,64,10496,936.2,6144,0
1766400,65536000000,0.310242,128,10496,936.2,6144,0
1208908,1.05E+11,5.450264,1,10496,936.2,6144,7
1208908,1.05E+11,5.450264,2,10496,936.2,6144,3
1208908,1.05E+11,5.450264,4,10496,936.2,6144,3
1208908,1.05E+11,5.450264,8,10496,936.2,6144,2
1208908,1.05E+11,5.450264,16,10496,936.2,6144,2
1208908,1.05E+11,5.450264,32,10496,936.2,6144,0
1208908,1.05E+11,5.450264,64,10496,936.2,6144,0
1208908,1.05E+11,5.450264,128,10496,936.2,6144,0
222005,333427600,74.30756,1,10496,936.2,6144,3
222005,333427600,74.30756,2,10496,936.2,6144,3
222005,333427600,74.30756,4,10496,936.2,6144,3
222005,333427600,74.30756,8,10496,936.2,6144,2
222005,333427600,74.30756,16,10496,936.2,6144,2
222005,333427600,74.30756,32,10496,936.2,6144,2
222005,333427600,74.30756,64,10496,936.2,6144,2
222005,333427600,74.30756,128,10496,936.2,6144,2
223801,337383424,74.527586,1,10496,936.2,6144,7
223801,337383424,74.527586,2,10496,936.2,6144,3
223801,337383424,74.527586,4,10496,936.2,6144,3
223801,337383424,74.527586,8,10496,936.2,6144,2
223801,337383424,74.527586,16,10496,936.2,6144,2
223801,337383424,74.527586,32,10496,936.2,6144,2
223801,337383424,74.527586,64,10496,936.2,6144,2
223801,337383424,74.527586,128,10496,936.2,6144,2
224593,340697764,74.709729,1,10496,936.2,6144,7
224593,340697764,74.709729,2,10496,936.2,6144,3
224593,340697764,74.709729,4,10496,936.2,6144,3
224593,340697764,74.709729,8,10496,936.2,6144,2
224593,340697764,74.709729,16,10496,936.2,6144,2
224593,340697764,74.709729,32,10496,936.2,6144,2
224593,340697764,74.709729,64,10496,936.2,6144,2
224593,340697764,74.709729,128,10496,936.2,6144,2
224897,341362576,74.746273,1,10496,936.2,6144,3
224897,341362576,74.746273,2,10496,936.2,6144,3
224897,341362576,74.746273,4,10496,936.2,6144,3
224897,341362576,74.746273,8,10496,936.2,6144,2
224897,341362576,74.746273,16,10496,936.2,6144,2
224897,341362576,74.746273,32,10496,936.2,6144,2
224897,341362576,74.746273,64,10496,936.2,6144,2
224897,341362576,74.746273,128,10496,936.2,6144,2
160947,183927844,64.030905,1,10496,936.2,6144,3
160947,183927844,64.030905,2,10496,936.2,6144,3
160947,183927844,64.030905,4,10496,936.2,6144,3
160947,183927844,64.030905,8,10496,936.2,6144,2
160947,183927844,64.030905,16,10496,936.2,6144,2
160947,183927844,64.030905,32,10496,936.2,6144,2
160947,183927844,64.030905,64,10496,936.2,6144,2
160947,183927844,64.030905,128,10496,936.2,6144,2
198369,264452644,70.124323,1,10496,936.2,6144,3
198369,264452644,70.124323,2,10496,936.2,6144,3
198369,264452644,70.124323,4,10496,936.2,6144,3
198369,264452644,70.124323,8,10496,936.2,6144,2
198369,264452644,70.124323,16,10496,936.2,6144,2
198369,264452644,70.124323,32,10496,936.2,6144,2
198369,264452644,70.124323,64,10496,936.2,6144,2
198369,264452644,70.124323,128,10496,936.2,6144,2
207349,286557184,71.546989,1,10496,936.2,6144,7
207349,286557184,71.546989,2,10496,936.2,6144,3
207349,286557184,71.546989,4,10496,936.2,6144,3
207349,286557184,71.546989,8,10496,936.2,6144,2
207349,286557184,71.546989,16,10496,936.2,6144,2
207349,286557184,71.546989,32,10496,936.2,6144,2
207349,286557184,71.546989,64,10496,936.2,6144,2
207349,286557184,71.546989,128,10496,936.2,6144,2
211561,301994884,72.49063,1,10496,936.2,6144,3
211561,301994884,72.49063,2,10496,936.2,6144,3
211561,301994884,72.49063,4,10496,936.2,6144,3
211561,301994884,72.49063,8,10496,936.2,6144,2
211561,301994884,72.49063,16,10496,936.2,6144,2
211561,301994884,72.49063,32,10496,936.2,6144,2
211561,301994884,72.49063,64,10496,936.2,6144,2
211561,301994884,72.49063,128,10496,936.2,6144,2
216445,313360804,73.164393,1,10496,936.2,6144,3
216445,313360804,73.164393,2,10496,936.2,6144,3
216445,313360804,73.164393,4,10496,936.2,6144,2
216445,313360804,73.164393,8,10496,936.2,6144,2
216445,313360804,73.164393,16,10496,936.2,6144,2
216445,313360804,73.164393,32,10496,936.2,6144,2
216445,313360804,73.164393,64,10496,936.2,6144,2
216445,313360804,73.164393,128,10496,936.2,6144,2
219589,325585936,73.866962,1,10496,936.2,6144,3
219589,325585936,73.866962,2,10496,936.2,6144,3
219589,325585936,73.866962,4,10496,936.2,6144,3
219589,325585936,73.866962,8,10496,936.2,6144,2
219589,325585936,73.866962,16,10496,936.2,6144,2
219589,325585936,73.866962,32,10496,936.2,6144,2
219589,325585936,73.866962,64,10496,936.2,6144,2
219589,325585936,73.866962,128,10496,936.2,6144,2
358171,16263041773,12.322485,1,10496,936.2,6144,3
358171,16263041773,12.322485,2,10496,936.2,6144,3
358171,16263041773,12.322485,4,10496,936.2,6144,3
358171,16263041773,12.322485,8,10496,936.2,6144,2
358171,16263041773,12.322485,16,10496,936.2,6144,2
358171,16263041773,12.322485,32,10496,936.2,6144,2
358171,16263041773,12.322485,64,10496,936.2,6144,0
358171,16263041773,12.322485,128,10496,936.2,6144,0
304800,1106424000,0,1,10496,936.2,6144,4
304800,1106424000,0,2,10496,936.2,6144,0
304800,1106424000,0,4,10496,936.2,6144,0
304800,1106424000,0,8,10496,936.2,6144,0
304800,1106424000,0,16,10496,936.2,6144,0
304800,1106424000,0,32,10496,936.2,6144,0
304800,1106424000,0,64,10496,936.2,6144,0
304800,1106424000,0,128,10496,936.2,6144,0
1567800,19824831000,0,1,10496,936.2,6144,1
1567800,19824831000,0,2,10496,936.2,6144,1
1567800,19824831000,0,4,10496,936.2,6144,1
1567800,19824831000,0,8,10496,936.2,6144,1
1567800,19824831000,0,16,10496,936.2,6144,0
1567800,19824831000,0,32,10496,936.2,6144,0
1567800,19824831000,0,64,10496,936.2,6144,0
1567800,19824831000,0,128,10496,936.2,6144,0
1408073,2500568880,2927.09348,1,10496,936.2,6144,3
1408073,2500568880,2927.09348,2,10496,936.2,6144,3
1408073,2500568880,2927.09348,4,10496,936.2,6144,3
1408073,2500568880,2927.09348,8,10496,936.2,6144,2
1408073,2500568880,2927.09348,16,10496,936.2,6144,2
1408073,2500568880,2927.09348,32,10496,936.2,6144,2
1408073,2500568880,2927.09348,64,10496,936.2,6144,2
1408073,2500568880,2927.09348,128,10496,936.2,6144,2
107605,826774056,6.008326,1,10496,936.2,6144,3
107605,826774056,6.008326,2,10496,936.2,6144,3
107605,826774056,6.008326,4,10496,936.2,6144,3
107605,826774056,6.008326,8,10496,936.2,6144,2
107605,826774056,6.008326,16,10496,936.2,6144,2
107605,826774056,6.008326,32,10496,936.2,6144,2
107605,826774056,6.008326,64,10496,936.2,6144,0
107605,826774056,6.008326,128,10496,936.2,6144,0
232647,3664319950,6.163396,1,10496,936.2,6144,3
232647,3664319950,6.163396,2,10496,936.2,6144,3
232647,3664319950,6.163396,4,10496,936.2,6144,3
232647,3664319950,6.163396,8,10496,936.2,6144,0
232647,3664319950,6.163396,16,10496,936.2,6144,0
232647,3664319950,6.163396,32,10496,936.2,6144,0
232647,3664319950,6.163396,64,10496,936.2,6144,0
232647,3664319950,6.163396,128,10496,936.2,6144,0
1088904,2.86E+11,341.498383,1,10496,936.2,6144,7
1088904,2.86E+11,341.498383,2,10496,936.2,6144,3
1088904,2.86E+11,341.498383,4,10496,936.2,6144,3
1088904,2.86E+11,341.498383,8,10496,936.2,6144,3
1088904,2.86E+11,341.498383,16,10496,936.2,6144,2
1088904,2.86E+11,341.498383,32,10496,936.2,6144,2
1088904,2.86E+11,341.498383,64,10496,936.2,6144,2
1088904,2.86E+11,341.498383,128,10496,936.2,6144,2
328036,1053651600,15.477173,1,10496,936.2,6144,3
328036,1053651600,15.477173,2,10496,936.2,6144,3
328036,1053651600,15.477173,4,10496,936.2,6144,3
328036,1053651600,15.477173,8,10496,936.2,6144,2
328036,1053651600,15.477173,16,10496,936.2,6144,2
328036,1053651600,15.477173,32,10496,936.2,6144,2
328036,1053651600,15.477173,64,10496,936.2,6144,0
328036,1053651600,15.477173,128,10496,936.2,6144,0
100525,364752008,27.330204,1,10496,936.2,6144,3
100525,364752008,27.330204,2,10496,936.2,6144,3
100525,364752008,27.330204,4,10496,936.2,6144,3
100525,364752008,27.330204,8,10496,936.2,6144,2
100525,364752008,27.330204,16,10496,936.2,6144,2
100525,364752008,27.330204,32,10496,936.2,6144,2
100525,364752008,27.330204,64,10496,936.2,6144,2
100525,364752008,27.330204,128,10496,936.2,6144,2
492564,11981491600,1.939094,1,10496,936.2,6144,4
492564,11981491600,1.939094,2,10496,936.2,6144,0
